First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Dorothy,Cox,Buy,1313,ELP,YYZ,Business Class,6
Catherine,Mann,Buy,15491,ELP,CDG,First Class,1
Kara,Summers,Buy,26589,JFK,ELP,Main Cabin,3
Melanie,Kirk,Buy,25451,ELP,CUN,Main Cabin,2
Jerry,Gamble,Buy,19063,ELP,YYZ,First Class,2
James,King,Buy,10694,CDG,ELP,First Class,4
Elizabeth,Alvarez,Buy,20966,ORL,LAX,Main Cabin,3
Brian,Gates,Buy,15939,YYZ,ELP,Business Class,5
Taylor,Johnson,Buy,3888,ELP,CDG,Business Class,3
Lori,Hall,Buy,7519,ELP,YYZ,First Class,5
Wesley,Lambert,Buy,2121,ELP,ORD,Main Cabin,3
Devin,Diaz,Buy,18172,ELP,CDG,Business Class,8
Anthony,Sims,Buy,7248,HND,ELP,First Class,8
Philip,Collins,Buy,2935,MEX,CJS,First Class,4
Donna,Travis,Buy,11196,ELP,JFK,Main Cabin,2
Elizabeth,Castillo,Buy,12659,ORD,ELP,Main Cabin,1
Donna,Travis,Buy,24962,LAS,ELP,Business Class,8
Nicole,Rowland,Buy,2947,LAX,ORL,First Class,8
Mitchell,Gross,Buy,14929,ORD,ELP,Business Class,7
Kevin,Gould,Buy,6460,ELP,CDG,Business Class,6
Sara,Fox,Buy,2300,ELP,BOS,Main Cabin,4
Jack,Morgan,Buy,26875,ATL,ELP,First Class,4
David,Gardner,Buy,11168,LAX,ELP,First Class,7
Thomas,Hall,Buy,18118,CJS,MEX,Main Cabin,8
Christopher,Berry,Buy,16301,ATL,ELP,Main Cabin,2
Darin,Porter,Buy,22330,ORL,LAX,Business Class,2
Sarah,Stanton,Buy,21469,HND,ELP,Business Class,7
Christopher,Norris,Buy,7037,CJS,MEX,Main Cabin,1
Steven,Hartman,Buy,1064,ELP,ORD,Business Class,1
Amanda,Miller,Buy,1279,ORL,LAX,Main Cabin,2
Lisa,Yu,Buy,11272,CUN,ELP,Main Cabin,1
Kim,Buckley,Buy,3682,LHR,ELP,Main Cabin,2
Gary,Smith,Buy,1124,CJS,MEX,Main Cabin,3
Craig,Schaefer,Buy,5838,BOS,LAX,Business Class,5
Wesley,Lambert,Buy,21032,ELP,LAX,First Class,6
Sheila,Lewis,Buy,22300,ELP,LAS,Business Class,4
Vincent,Harrison,Buy,21775,ELP,DFW,First Class,5
Valerie,Moore,Buy,25257,ELP,LAS,Business Class,2
Susan,Davis,Buy,9007,LAX,BOS,Main Cabin,1
Shawn,Lee,Buy,12534,ELP,LAS,First Class,8
Thomas,Hall,Buy,2649,LAX,BOS,Main Cabin,4
Alberto,Villegas,Buy,12536,ELP,LAS,Business Class,4
David,Brown,Buy,12968,ATL,ELP,First Class,5
Zachary,Ellison,Buy,25373,ATL,ELP,Main Cabin,4
Alondra,GonzalezAyala,Buy,8987,MEX,CJS,Business Class,2
Francisco,Moore,Buy,14153,ELP,DFW,Business Class,6
Cynthia,Giles,Buy,23557,ELP,HND,Main Cabin,7
Bryan,Arriaga,Buy,13161,LHR,ELP,First Class,2
Kathy,Smith,Buy,6379,ELP,BOS,Main Cabin,1
Minnie,Mouse,Buy,21583,ELP,CUN,Main Cabin,7
Douglas,Rodriguez,Buy,14636,ATL,ELP,Main Cabin,2
Jennifer,Carr,Buy,5887,DFW,ELP,First Class,6
Ryan,Peterson,Buy,15144,MEX,CJS,First Class,2
Kevin,Gould,Buy,16900,ELP,BOS,Business Class,7
Kayla,Morgan,Buy,9156,BOS,LAX,First Class,4
Jacob,Williams,Buy,2485,LAX,ORL,Main Cabin,7
Courtney,Tran,Buy,10100,CDG,ELP,Business Class,6
Daniel,Mejia,Buy,10057,ORL,LAX,Main Cabin,2
Thomas,Sanders,Buy,5131,ELP,DFW,First Class,3
Michael,Fox,Buy,22513,YYZ,ELP,First Class,4
Mark,Richards,Buy,11054,JFK,ELP,First Class,4
Erica,Burch,Buy,352,ELP,BOS,Business Class,8
Peggy,Murphy,Buy,18105,LAS,ELP,First Class,8
Mark,Butler,Buy,7787,MEX,CJS,Business Class,4
Ann,Miller,Buy,26645,BOS,LAX,Business Class,7
Louis,Boone,Buy,10547,CDG,ELP,Business Class,8
Lawrence,Price,Buy,10709,ELP,DFW,Main Cabin,1
Jesse,Montgomery,Buy,19333,LAX,ORL,Main Cabin,8
Lawrence,Price,Buy,26968,YYZ,ELP,First Class,8
Alondra,GonzalezAyala,Buy,18192,ELP,DFW,First Class,3
Jennifer,Mills,Buy,19677,HND,ELP,Business Class,6
Thomas,Clark,Buy,14413,YYZ,ELP,Business Class,5
Rebecca,Brown,Buy,12447,ELP,YYZ,Business Class,5
Jeffrey,Rodriguez,Buy,13555,ELP,LAX,First Class,6
Kristy,Hoover,Buy,8026,ELP,ATL,Main Cabin,7
Patricia,Glenn,Buy,26811,YYZ,ELP,Main Cabin,4
Jessica,Moore,Buy,3541,MEX,CJS,Main Cabin,7
Hayden,Mcdaniel,Buy,8761,ELP,LAX,Business Class,6
Courtney,Tran,Buy,22643,LAX,BOS,Business Class,3
Allen,Arnold,Buy,8178,ORD,ELP,Business Class,8
Rachel,Roberson,Buy,18741,BOS,LAX,Business Class,3
Matthew,Perez,Buy,11589,HND,ELP,Business Class,7
Barbara,Robertson,Buy,23060,MEX,CJS,Business Class,3
Roberto,Gutierrez,Buy,18646,ELP,LAX,Main Cabin,8
Sean,Roberts,Buy,387,ORL,LAX,First Class,2
Maria,Mitchell,Buy,4455,LHR,ELP,Business Class,3
Kimberly,Kline,Buy,15636,YYZ,ELP,First Class,7
Darlene,Shaw,Buy,24524,ELP,LHR,Main Cabin,2
Martin,Edwards,Buy,25655,ELP,ORD,Business Class,6
Luis,Sanchez,Buy,23013,ATL,ELP,Main Cabin,6
Rodney,Berg,Buy,20860,ELP,HND,First Class,2
Jonathan,Christian,Buy,18283,ORL,LAX,First Class,2
Gary,Park,Buy,6551,LAS,ELP,Business Class,7
Rodney,Moss,Buy,24009,DFW,ELP,Business Class,2
Nathan,Thompson,Buy,22200,ELP,CUN,Main Cabin,1
Prince,Eric,Buy,15500,CDG,ELP,First Class,8
Doris,Mercado,Buy,25938,DFW,ELP,Business Class,2
Evil,Queen,Buy,14699,LAX,ORL,Main Cabin,6
Gabriel,Sanders,Buy,17954,LHR,ELP,Main Cabin,8
Sean,Klein,Buy,23243,ELP,YYZ,First Class,4
Jasmine,Disney,Buy,628,ATL,ELP,First Class,3
Bryan,Hardy,Buy,25501,ELP,LAX,First Class,5
Courtney,Johnson,Buy,671,CJS,MEX,First Class,6
Enrique,Rico,Buy,20363,ORL,LAX,Main Cabin,1
Mark,Washington,Buy,7494,LAX,ORL,First Class,6
Alexander,Wilson,Buy,20333,ELP,LAS,First Class,6
Bobby,Gonzales,Buy,12588,ELP,CUN,Main Cabin,2
Rodney,Berg,Buy,17168,ELP,ATL,Main Cabin,8
Renee,Zimmerman,Buy,17628,ELP,JFK,First Class,8
Douglas,Mckay,Buy,1050,DFW,ELP,Business Class,6
Elizabeth,Jackson,Buy,20679,LAX,BOS,Main Cabin,7
Elizabeth,Cordova,Buy,19064,ELP,YYZ,First Class,5
Travis,Ruiz,Buy,23615,JFK,ELP,Main Cabin,7
Timothy,Greene,Buy,22578,ATL,ELP,Business Class,4
Ashley,Gilmore,Buy,2668,ELP,YYZ,Business Class,7
Nicholas,Jackson,Buy,15597,CJS,MEX,First Class,6
Anthony,Hardin,Buy,6680,JFK,ELP,Main Cabin,4
Sean,Smith,Buy,24290,CDG,ELP,First Class,5
Christopher,Berry,Buy,14584,ELP,CDG,Business Class,1
Kenneth,Smith,Buy,8396,BOS,LAX,First Class,4
Theresa,Clark,Buy,80,LHR,ELP,Main Cabin,6
Jose,Espinoza Gonzalez,Buy,3917,DFW,ELP,Main Cabin,5
Edward,Johnson,Buy,10464,ELP,BOS,Business Class,8
Dakota,Bender,Buy,10548,CDG,ELP,First Class,8
Angel,Barber,Buy,19347,ELP,CUN,Main Cabin,3
Olivia,Richardson,Buy,7698,ELP,DFW,Business Class,7
Gerald,Beltran,Buy,21456,CDG,ELP,Main Cabin,3
Maria,Mccarthy,Buy,3911,ELP,DFW,Business Class,6
Kim,Buckley,Buy,7815,CUN,ELP,Business Class,1
Terri,Mendez,Buy,4242,ELP,ORD,Main Cabin,1
John,Hansen,Buy,6092,ELP,LAS,Business Class,4
Jacob,Contreras,Buy,2796,ORL,LAX,Main Cabin,5
Victoria,Moses,Buy,26843,DFW,ELP,First Class,1
Jeremy,Morris,Buy,6463,ELP,CDG,First Class,2
Nancy,Morgan,Buy,5983,BOS,LAX,Business Class,3
Gustavo,Rubio,Buy,21609,CDG,ELP,First Class,3
Monica,Craig,Buy,2513,ELP,YYZ,First Class,3
Laurie,Mendoza,Buy,23251,ELP,CDG,Main Cabin,2
Cassandra,Cook,Buy,26671,ELP,CDG,Business Class,2
Alyssa,Kelly,Buy,13922,ELP,LHR,Main Cabin,3
Matthew,Campbell,Buy,13893,ELP,JFK,Main Cabin,3
Jeffrey,Sloan,Buy,16304,ATL,ELP,Main Cabin,2
Susan,Garcia,Buy,7985,CDG,ELP,Business Class,3
Justin,Martinez,Buy,12383,BOS,ELP,Main Cabin,1
Tom,Perez,Buy,2837,ELP,CDG,Business Class,2
Amber,Brown,Buy,10572,ELP,LAX,First Class,6
Melissa,Mcdonald,Buy,5353,LAS,ELP,Main Cabin,6
Samuel,Harrington,Buy,24138,CDG,ELP,Main Cabin,3
Tiffany,May,Buy,25352,ELP,LAX,Main Cabin,5
Melissa,Johnson,Buy,20938,LAS,ELP,First Class,5
Patrick,Henderson,Buy,1810,ELP,ORD,Business Class,7
Melissa,Evans,Buy,19136,JFK,ELP,First Class,8
Brian,Rojas,Buy,5464,ELP,ATL,First Class,3
Alexandra,Robinson,Buy,24554,BOS,LAX,First Class,5
Jonathan,Martinez,Buy,11928,JFK,ELP,First Class,5
Pinocchio,Disney,Buy,24813,ELP,LAS,First Class,8
Roberto,Gutierrez,Buy,3666,ELP,LAS,First Class,3
Courtney,Johnson,Buy,19306,ELP,LHR,Main Cabin,5
Michael,Smith,Buy,5364,CJS,MEX,Business Class,2
Angelica,Bruce,Buy,16768,ELP,LHR,First Class,4
Christian,Ellis,Buy,14849,LAX,ORL,Business Class,3
Carlos,Lynch,Buy,19971,ELP,HND,Business Class,2
Jorge,Haley,Buy,14376,MEX,CJS,Main Cabin,3
Kylie,Summers,Buy,23775,ELP,LHR,Business Class,1
Christopher,Dominguez,Buy,10929,ELP,LHR,Main Cabin,2
Catherine,Mann,Buy,5569,CDG,ELP,First Class,7
Peggy,Murphy,Buy,6975,ORD,ELP,Business Class,4
David,Summers,Buy,1812,ELP,ORD,First Class,1
Jennifer,Huang,Buy,25748,CUN,ELP,Business Class,2
Dale,Disney,Buy,20310,ATL,ELP,Business Class,4
Donna,Allen,Buy,25017,ELP,YYZ,Business Class,5
Thomas,King,Buy,3374,LHR,ELP,Business Class,1
Francisco,Moore,Buy,25855,LAS,ELP,Business Class,7
Cynthia,Giles,Buy,9827,ELP,ORD,First Class,5
Angela,English,Buy,6958,ELP,LAX,Business Class,8
Lance,Dominguez,Buy,7857,ELP,LAX,First Class,8
Antonio,Brooks,Buy,12489,ELP,LAX,Main Cabin,6
Christina,Walker,Buy,26922,LHR,ELP,First Class,3
Michelle,Ramirez,Buy,10502,ORL,LAX,Main Cabin,5
Kayla,Mahoney,Buy,20241,ELP,YYZ,First Class,7
Travis,Ruiz,Buy,17393,ELP,CUN,Business Class,1
John,House,Buy,10647,ORL,LAX,Business Class,7
Kayla,Morgan,Buy,11947,LAS,ELP,Main Cabin,5
Misty,Jimenez,Buy,19756,LHR,ELP,Main Cabin,3
Jody,Sanchez,Buy,5963,CJS,MEX,Main Cabin,6
David,Summers,Buy,15886,LHR,ELP,Business Class,7
Monica,Davenport,Buy,24463,ELP,LAX,Business Class,5
Michael,Fox,Buy,14920,LAX,ELP,First Class,2
William,Adkins,Buy,25089,JFK,ELP,Main Cabin,7
Noah,Horne,Buy,16260,HND,ELP,First Class,7
Cody,Robles,Buy,8984,CJS,MEX,Main Cabin,5
Thomas,Sanders,Buy,2538,HND,ELP,First Class,4
Alexander,Kelly,Buy,15422,ELP,LAS,Business Class,8
Daniel,Mejia,Buy,22586,ELP,JFK,Main Cabin,6
Luis,Del Campo,Buy,23049,LHR,ELP,Business Class,8
Chad,Clark,Buy,6082,ELP,BOS,Business Class,2
Michael,Williamson,Buy,3289,CDG,ELP,First Class,4
Mulan,Disney,Buy,17572,ELP,HND,First Class,3
Ray,Huynh,Buy,342,ELP,JFK,First Class,5
John,Hill,Buy,18035,ELP,DFW,First Class,2
Karen,Zhang,Buy,11005,HND,ELP,First Class,4
Allison,Chang,Buy,17126,ELP,CDG,First Class,2
Gabriel,Hansen,Buy,11069,ELP,LAS,Main Cabin,3
Christina,Valtierra,Buy,21610,CDG,ELP,First Class,6
Katherine,Evans,Buy,22958,ELP,CDG,Main Cabin,8
Daniel,Summers,Buy,1895,BOS,LAX,First Class,8
Jasmine,Disney,Buy,18094,BOS,ELP,Main Cabin,4
Alexander,Wilson,Buy,24392,ORL,LAX,Business Class,7
Dawn,King,Buy,20966,ORL,LAX,First Class,1
Edward,Jackson,Buy,2399,DFW,ELP,Main Cabin,8
Paul,Harmon,Buy,5960,LHR,ELP,Business Class,5
Michele,Cummings,Buy,9428,ELP,LAS,Main Cabin,3
Jesse,Dunn,Buy,21416,LAX,ORL,Business Class,5
Donald,Villanueva,Buy,415,ELP,YYZ,Main Cabin,1
Theresa,Macias,Buy,10495,CJS,MEX,Main Cabin,2
David,Davila,Buy,6184,ELP,LAX,Main Cabin,6
Susan,Humphrey,Buy,19740,ELP,LAS,Business Class,8
Kim,Craig,Buy,10953,LAX,ORL,Business Class,1
Teresa,Jacobs,Buy,8514,ELP,LAS,Business Class,3
Danielle,Dorsey,Buy,24980,CJS,MEX,Main Cabin,8
Crystal,Johnson,Buy,17651,LAS,ELP,First Class,7
Devin,Diaz,Buy,7462,LAS,ELP,Business Class,4
John,Sanders,Buy,4993,DFW,ELP,First Class,5
Christian,Ellis,Buy,3333,ORD,ELP,Business Class,1
Alexis,Acosta,Buy,11678,MEX,CJS,Business Class,4
Sara,Fox,Buy,646,ELP,BOS,Main Cabin,6
Brandon,CartwrightLi,Buy,7322,ELP,LHR,Business Class,8
Kenneth,Smith,Buy,20613,ELP,JFK,Business Class,3
Stephanie,Mcdonald,Buy,10500,ORL,LAX,First Class,3
James,Pittman,Buy,14483,ELP,JFK,Business Class,2
Kathy,Smith,Buy,8104,LAX,BOS,First Class,3
David,Cox,Buy,11821,MEX,CJS,Main Cabin,3
Vincent,Harrison,Buy,13570,ORD,ELP,Main Cabin,2
Denise,Morales,Buy,26935,ORL,LAX,First Class,8
Antonio,Edwards,Buy,16972,YYZ,ELP,Main Cabin,8
Santiago,Olivas,Buy,19558,ELP,ATL,First Class,6
Juan,Brock,Buy,18531,JFK,ELP,First Class,4
Brian,Hayes,Buy,23772,LAS,ELP,Business Class,1
Julian,Gutierrez,Buy,19984,DFW,ELP,Main Cabin,7
Shane,Miller,Buy,26097,ELP,LAX,Business Class,6
Dakota,Bender,Buy,16930,CJS,MEX,Main Cabin,4
Sarah,Stanton,Buy,17085,ORL,LAX,Main Cabin,8
Felicia,Carlson,Buy,15026,ELP,YYZ,Main Cabin,7
Heather,Cunningham,Buy,26762,ELP,LHR,Main Cabin,3
Lisa,Yu,Buy,18705,LAS,ELP,First Class,7
Norman,Freeman,Buy,14978,LHR,ELP,Main Cabin,7
William,Evans,Buy,1777,CDG,ELP,Business Class,6
Jerry,Curtis,Buy,7269,ELP,ORD,Main Cabin,6
Monica,Sullivan,Buy,11005,HND,ELP,Main Cabin,6
Craig,Schaefer,Buy,9931,ELP,YYZ,Main Cabin,6
Melanie,Kirk,Buy,20698,YYZ,ELP,Main Cabin,8
Natalie,Richardson,Buy,453,LAX,ELP,Business Class,2
Sharon,Miller,Buy,26743,BOS,ELP,First Class,2
Jennifer,Guzman,Buy,26299,ELP,LAS,Business Class,2
Nathan,Thompson,Buy,11636,ELP,JFK,First Class,2
Mary,Grant,Buy,19966,CDG,ELP,Business Class,1
Alexander,Wilson,Buy,12535,ELP,LAS,Main Cabin,1
Travis,Mcdonald,Buy,24543,MEX,CJS,First Class,1
Lisa,Miller,Buy,18336,ELP,DFW,First Class,1
Amy,Mcpherson,Buy,19372,CDG,ELP,First Class,3
Kayla,Morgan,Buy,22294,BOS,ELP,Main Cabin,5
Darin,Porter,Buy,26531,ELP,HND,Main Cabin,4
Elizabeth,Jackson,Buy,23634,LAS,ELP,First Class,4
Mary,Stevens,Buy,25104,ELP,LAS,First Class,3
Daniel,Mejia,Buy,21282,ELP,CUN,First Class,1
Scar,Lion,Buy,16608,JFK,ELP,First Class,6
Olivia,Richardson,Buy,22608,LAS,ELP,First Class,2
John,House,Buy,24925,ORD,ELP,First Class,8
Mark,Thompson,Buy,15809,HND,ELP,First Class,4
Raymond,Woodward,Buy,9759,BOS,LAX,Main Cabin,2
Sarah,Stanton,Buy,23298,ORD,ELP,Business Class,8
Andrew,Atkins,Buy,3257,LAX,BOS,First Class,6
Mark,Lamb,Buy,9311,BOS,LAX,Main Cabin,6
Timothy,Greene,Buy,3490,ATL,ELP,First Class,7
Chris,Holden,Buy,15478,CUN,ELP,Main Cabin,2
Evil,Queen,Buy,1911,CUN,ELP,Main Cabin,7
Courtney,Johnson,Buy,14190,ATL,ELP,Business Class,8
Stephen,Villegas,Buy,15841,ORD,ELP,Main Cabin,5
Linda,Robles,Buy,1950,ELP,DFW,First Class,4
Kelly,Herring,Buy,3811,ELP,BOS,First Class,4
Michelle,Pruitt,Buy,24962,LAS,ELP,Main Cabin,5
Emily,Brady,Buy,7116,ELP,LAX,First Class,5
Jennifer,Jones,Buy,24883,ELP,CDG,First Class,6
Jafar,Aladdin,Buy,4061,ELP,HND,First Class,8
Jeremy,Alvarez,Buy,20190,ELP,LHR,Business Class,6
Austin,Lewis,Buy,22688,ELP,DFW,First Class,3
Amanda,Shepherd,Buy,11763,ELP,ORD,First Class,4
Kelly,Herring,Buy,11948,LAS,ELP,Business Class,2
Jennifer,Preston,Buy,6693,ELP,LAS,First Class,4
Andres,Soto,Buy,3609,DFW,ELP,Business Class,5
Alexandra,Simpson,Buy,21232,ELP,LAS,Business Class,2
Angela,Walker,Buy,24391,ORL,LAX,Main Cabin,4
Simba,King,Buy,11563,CUN,ELP,Business Class,1
Kevin,Swanson,Buy,7224,ELP,YYZ,Business Class,3
Darren,Gibbs,Buy,11653,BOS,ELP,First Class,6
Bryan,Fields,Buy,11288,CDG,ELP,First Class,6
John,House,Buy,8511,BOS,ELP,First Class,7
Debra,Blackwell,Buy,14614,ELP,LAX,Business Class,7
Paul,Harmon,Buy,9570,LAS,ELP,Business Class,2
Rhonda,Kane,Buy,7247,HND,ELP,Business Class,2
Mary,Gonzalez,Buy,7931,MEX,CJS,First Class,6
Terrence,Dixon,Buy,13101,ELP,ORD,Business Class,5
Alexandra,Simpson,Buy,16801,BOS,LAX,First Class,6
Kaylee,Patterson,Buy,26302,ELP,LAS,Business Class,1
Ashley,Walker,Buy,320,ELP,ORD,First Class,1
Keith,Ortiz,Buy,16445,ORD,ELP,First Class,3
Patrick,Larsen,Buy,20544,YYZ,ELP,Main Cabin,8
Diana,Garcia,Buy,2041,ORL,LAX,Main Cabin,2
Amy,Fuller,Buy,9449,MEX,CJS,Main Cabin,6
Michael,Sanchez,Buy,9238,ORD,ELP,Business Class,5
Randy,Keller,Buy,12017,ELP,HND,Business Class,7
Jeremiah,Williamson,Buy,9532,ORD,ELP,Main Cabin,4
Thomas,Clark,Buy,25872,MEX,CJS,Business Class,8
David,Johnson,Buy,17917,ELP,JFK,Business Class,7
Barbara,Robertson,Buy,148,HND,ELP,First Class,2
Michael,Parrish,Buy,26858,ELP,ORD,Main Cabin,1
Jesse,Dunn,Buy,23195,ELP,LHR,Main Cabin,1
Michael,Robinson,Buy,25006,ELP,CUN,Business Class,1
Robert,Lyons,Buy,6805,LAX,ELP,Main Cabin,2
Ryan,Bowman,Buy,5446,ELP,LAX,Main Cabin,6
Jose,Farley,Buy,16618,ELP,LAS,Business Class,5
Alyssa,Reese,Buy,9978,LAX,ELP,First Class,8
Todd,Brooks,Buy,3105,LAX,BOS,Business Class,7
Stacy,Maldonado,Buy,19774,LAX,ORL,Business Class,4
Ursela,Mermaid,Buy,15324,ELP,CUN,Business Class,8
Sherri,Armstrong,Buy,22269,ELP,ATL,Business Class,5
Alexander,Kelly,Buy,16192,CJS,MEX,Main Cabin,6
William,Adkins,Buy,24167,ELP,LAX,First Class,4
Allison,Weaver,Buy,17128,CDG,ELP,Business Class,4
Anthony,Kramer,Buy,3060,ELP,LAS,First Class,3
Sandra,Rogers,Buy,15144,MEX,CJS,Main Cabin,2
Michelle,Ray,Buy,12837,BOS,ELP,First Class,4
Lisa,Garrett,Buy,4931,BOS,LAX,Business Class,2
Ana,Andrade,Buy,17069,ELP,LHR,First Class,6
Deborah,Hunt,Buy,21335,ELP,LAX,Main Cabin,6
Daniel,Summers,Buy,2915,ELP,LAS,Main Cabin,5
Anthony,Carson,Buy,12434,LAX,BOS,First Class,3
Kirsten,Robinson,Buy,17189,ELP,BOS,Business Class,4
Jeremy,Rocha,Buy,24923,ORD,ELP,Main Cabin,4
Jessica,Anderson,Buy,15910,BOS,LAX,Business Class,7
Valerie,Moore,Buy,2717,ELP,LAX,Main Cabin,7
Joshua,Gomez,Buy,19139,ELP,BOS,First Class,3
Noah,Horne,Buy,17825,ORL,LAX,Main Cabin,5
Angela,English,Buy,17091,LAX,ORL,First Class,6
Andrew,Mcclure,Buy,5016,ELP,ATL,First Class,7
Aladdin,Disney,Buy,24875,YYZ,ELP,Business Class,6
Craig,Espinoza,Buy,21743,CUN,ELP,Business Class,3
Katherine,Evans,Buy,15228,ELP,ORD,First Class,7
Ryan,Sullivan,Buy,10380,ELP,YYZ,Business Class,6
Roberto,Gutierrez,Buy,5152,ELP,ORD,First Class,8
Jose,Espinoza Gonzalez,Buy,16772,ELP,LHR,Business Class,3
Bradley,Bell,Buy,12315,HND,ELP,First Class,6
Bella,Quintero,Buy,17570,CDG,ELP,First Class,3
Alexandra,Cook,Buy,8698,LAX,ORL,First Class,3
Richard,Edwards,Buy,26985,HND,ELP,First Class,3
Mark,Lozano,Buy,5679,BOS,LAX,Main Cabin,1
Cynthia,Powell,Buy,26761,ELP,LHR,Business Class,3
Jerry,Curtis,Buy,6670,ATL,ELP,First Class,2
Richard,Edwards,Buy,25641,DFW,ELP,Main Cabin,5
Paul,Fisher,Buy,2017,LAS,ELP,Main Cabin,8
Geoff,Waller,Buy,21554,CJS,MEX,Main Cabin,3
Michael,Morton,Buy,25649,LAX,ELP,First Class,8
Nicole,Hart,Buy,24349,JFK,ELP,Business Class,2
Amanda,Shepherd,Buy,2850,HND,ELP,Business Class,7
Jamie,Conner,Buy,6750,CUN,ELP,First Class,1
Sherri,Armstrong,Buy,15923,ELP,CUN,Business Class,2
Andre,Ramos,Buy,8851,LAX,ORL,Main Cabin,7
Ashley,Romero,Buy,1894,BOS,LAX,Main Cabin,8
Jill,Henderson,Buy,7431,ELP,ATL,First Class,6
Craig,Brown,Buy,8316,ELP,ORD,Main Cabin,7
Lisa,Peters,Buy,4787,LAX,BOS,First Class,1
Scott,Bailey,Buy,7843,HND,ELP,Business Class,8
Ricky,Gardner,Buy,15868,BOS,ELP,Business Class,2
Ryan,Washington,Buy,6287,CUN,ELP,Main Cabin,8
Sharon,Castillo,Buy,17055,BOS,ELP,Main Cabin,5
Anna,Davis,Buy,25081,ATL,ELP,Main Cabin,1
Gregory,Sullivan,Buy,7675,YYZ,ELP,Main Cabin,8
Jordan,Wilson,Buy,4655,YYZ,ELP,Main Cabin,4
Joseph,Robinson,Buy,18194,ELP,DFW,First Class,3
Christina,Dodson,Buy,5825,ORL,LAX,First Class,5
Joel,Arellano,Buy,13750,ELP,BOS,Main Cabin,2
Wendy,Phillips,Buy,13485,ORL,LAX,First Class,4
Lilo,Disney,Buy,26280,ELP,JFK,Business Class,6
Ricardo,Rodriguez,Buy,3109,ELP,CUN,Main Cabin,1
Brad,Patel,Buy,18572,CJS,MEX,Main Cabin,6
Santiago,Olivas,Buy,19665,CDG,ELP,First Class,1
Brandy,Valenzuela,Buy,15922,ELP,CUN,First Class,4
Nicholas,Jackson,Buy,25301,LAX,BOS,Business Class,6
Ann,Rogers,Buy,22220,ELP,CDG,First Class,4
Ian,Islas,Buy,7631,CJS,MEX,Business Class,8
Thomas,King,Buy,26729,ELP,JFK,First Class,8
Michael,Castillo,Buy,10493,CJS,MEX,Business Class,1
Martin,Edwards,Buy,9736,LHR,ELP,First Class,8
Nicholas,Smith,Buy,25742,ELP,CUN,Business Class,7
Kim,Contreras,Buy,23920,ELP,LAS,Main Cabin,8
Donald,Tran,Buy,15218,ELP,LAX,Business Class,4
Chad,Green,Buy,3232,CJS,MEX,First Class,3
Anthony,Barber,Buy,14915,ELP,LAX,Business Class,1
Anthony,Byrd,Buy,10366,LAX,BOS,Business Class,6
Lori,Hall,Buy,10254,ELP,HND,First Class,3
Rick,Parrish,Buy,21338,ELP,LAX,Business Class,2
Angela,Lang,Buy,6782,HND,ELP,Business Class,6
Sheri,Adams,Buy,25735,BOS,LAX,Business Class,1
Jeremy,Morris,Buy,25688,BOS,ELP,Main Cabin,8
Bryan,Arriaga,Buy,13451,ELP,LAS,Business Class,5
Jon,Lopez,Buy,3139,ELP,HND,Business Class,6
Jeffrey,Delgado,Buy,19222,ELP,CDG,First Class,6
Wendy,Montoya,Buy,11033,ELP,ORD,First Class,3
Sandra,Rogers,Buy,25180,CDG,ELP,Business Class,1
Alexandra,Robinson,Buy,9012,ELP,CUN,Main Cabin,3
Karen,Thomas,Buy,14201,ELP,BOS,Business Class,1
Carrie,Bennett,Buy,17616,ELP,ATL,Main Cabin,3
Anita,Fletcher,Buy,14728,YYZ,ELP,Main Cabin,7
Sarah,Mosley,Buy,16896,JFK,ELP,Business Class,5
Cynthia,Giles,Buy,11536,MEX,CJS,Main Cabin,1
Crystal,Johnson,Buy,15040,ELP,CDG,Main Cabin,4
Jake,Mitchell,Buy,8430,ELP,CDG,First Class,5
Courtney,Johnson,Buy,9665,DFW,ELP,Business Class,8
Cody,Robles,Buy,22875,JFK,ELP,First Class,4
Rose,Burgess,Buy,2944,LAX,ORL,First Class,8
Maria,Young,Buy,15180,YYZ,ELP,First Class,8
Jenna,Chase,Buy,22622,CJS,MEX,First Class,7
Kelly,Wilson,Buy,4528,ELP,DFW,Main Cabin,5
Ricky,Thompson,Buy,26718,ELP,ATL,Business Class,4
Timothy,Johnson,Buy,10126,ELP,LAX,Main Cabin,4
Raymond,Woodward,Buy,8299,ELP,DFW,Business Class,4
Teresa,Stewart,Buy,2302,BOS,ELP,Business Class,1
Kevin,Swanson,Buy,2716,ELP,LAX,First Class,6
Vanessa,Watson,Buy,1116,ELP,LHR,First Class,1
Colleen,Sanchez,Buy,3298,ELP,HND,First Class,1
Doris,Mercado,Buy,8002,DFW,ELP,Business Class,8
Michael,Adams,Buy,14191,ELP,JFK,First Class,1
Brandi,Gordon,Buy,2490,BOS,LAX,Business Class,8
Patrick,Henderson,Buy,16919,ELP,LHR,Main Cabin,4
Aladdin,Disney,Buy,26880,ELP,JFK,Business Class,1
Elizabeth,Alvarez,Buy,11894,DFW,ELP,Main Cabin,3
James,Simpson,Buy,10647,ORL,LAX,First Class,5
Barbara,Love,Buy,5913,ORD,ELP,Business Class,4
Nancy,Robles,Buy,18686,JFK,ELP,Business Class,4
